,Unnamed: 0,user_id,about,num_revs
9717,13394,6545437,"
                                            England,                                            Couple,                                            25-30                                        ",2
9718,13395,9911182,"
                                            Malaysia,                                            All Female Group,                                            31-40                                        ",2
9719,13396,7520176,"
                                            New Zealand,                                                                                                                                ",6
9720,13397,7469599,"
                                            Costa Rica,                                                                                                                                ",1
9721,13398,6648789,"
                                            USA,                                                                                                                                ",1
9722,13399,5774448,"
                                            Sweden,                                                                                                                                ",1
9723,13400,6222573,"
                                            Canada,                                                                                                                                ",1
9724,13401,5700409,"
                                            Germany,                                                                                                                                ",2
9725,13403,7446236,"
                                            Israel,                                                                                                                                ",1
9726,13404,5977907,"
                                            England,                                                                                                                                ",1
9727,13405,5404669,"
                                            Australia,                                                                                                                                ",2
9728,13406,7211977,"
                                            Turkey,                                                                                                                                ",2
9729,13407,8111607,"
                                            USA,                                                                                                                                ",7
9730,13408,8605584,"
                                            USA,                                                                                                                                ",1
9731,13412,7503568,"
                                            Brazil,                                            Male,                                            25-30                                        ",1
9732,13413,8717728,"
                                            Brazil,                                                                                                                                ",1
9733,13414,8057274,"
                                            Italy,                                                                                                                                ",1
9734,13416,9675330,"
                                            Finland,                                                                                                                                ",1
9735,13417,9275490,"
                                            USA,                                                                                                                                ",1
9736,13418,8168013,"
                                            Greece,                                            Male,                                            18-24                                        ",3
9737,13419,7098618,"
                                            Spain,                                                                                                                                ",1
9738,13421,7292933,"
                                            USA,                                            Female,                                            18-24                                        ",1
9739,13422,8568105,"
                                            Australia,                                                                                                                                ",1
9740,13425,5853903,"
                                            England,                                            Male,                                            25-30                                        ",3
9741,13427,9810003,"
                                            USA,                                                                                                                                ",1
9742,13428,7830101,"
                                            England,                                                                                                                                ",1
9743,13429,9813642,"
                                            USA,                                                                                                                                ",1
9744,13430,8843609,"
                                            Australia,                                            SOLO,                                            THIRTYONETOFOURTY                                        ",2
9745,13432,9445179,"
                                            England,                                            Female,                                            18-24                                        ",1
9746,13433,9937293,"
                                            Canada,                                                                                                                                ",3
9747,13434,8396973,"
                                            Italy,                                                                                                                                ",1
9748,13435,8662438,"
                                            Indonesia,                                            Female,                                            31-40                                        ",3
9749,13436,8363991,"
                                            Italy,                                                                                                                                ",1
9750,13437,8041437,"
                                            Brazil,                                                                                                                                ",1
9751,13438,7372400,"
                                            England,                                                                                                                                ",1
9752,13439,9993267,"
                                            Germany,                                            Male,                                            25-30                                        ",2
9753,13440,7806220,"
                                            Australia,                                                                                                                                ",1
9754,13441,8245960,"
                                            Colombia,                                            Female,                                            31-40                                        ",2
9755,13442,5023995,"
                                            USA,                                                                                                                                ",1
9756,13443,5019985,"
                                            Netherlands,                                                                                                                                ",2
9757,13445,7330978,"
                                            USA,                                                                                                                                ",5
9758,13446,7408445,"
                                            Australia,                                                                                                                                ",5
9759,13447,7478963,"
                                            Germany,                                            Male,                                            18-24                                        ",1
9760,13449,9300627,"
                                            Canada,                                            Female,                                            25-30                                        ",4
9761,13451,5279424,"
                                            USA,                                            Male,                                            25-30                                        ",56
9762,13452,6218464,"
                                            Australia,                                            Male,                                            18-24                                        ",26
9763,13453,9292528,"
                                            Singapore,                                                                                                                                ",2
9764,13454,9362626,"
                                            China,                                            Mixed Group,                                            25-30                                        ",1
9765,13455,5215110,"
                                            Turkey,                                            Male,                                            31-40                                        ",1
9766,13456,8270278,"
                                            Serbia,                                            Female,                                            25-30                                        ",1
9767,13458,6140922,"
                                            Finland,                                                                                                                                ",2
9768,13459,9018136,"
                                            Costa Rica,                                            Male,                                            41+                                        ",5
9769,13460,7718498,"
                                            Australia,                                                                                                                                ",3
9770,13463,6110604,"
                                            Taiwan,                                            INACOUPLE,                                            TWENTYFIVETOTHIRTY                                        ",7
9771,13464,5818079,"
                                            USA,                                                                                                                                ",5
9772,13466,9632449,"
                                            England,                                            Female,                                            18-24                                        ",4
9773,13468,8108368,"
                                            Germany,                                                                                                                                ",1
9774,13469,9399266,"
                                            England,                                                                                                                                ",4
9775,13470,8106347,"
                                            USA,                                                                                                                                ",1
9776,13471,7732353,"
                                            France,                                            All Male Group,                                            25-30                                        ",14
9777,13472,9073668,"
                                            England,                                            Male,                                            41+                                        ",37
9778,13473,9211309,"
                                            Switzerland,                                            Couple,                                            25-30                                        ",18
9779,13474,8701473,"
                                            USA,                                                                                                                                ",3
9780,13475,7314045,"
                                            Italy,                                            Male,                                            25-30                                        ",3
9781,13477,6248452,"
                                            USA,                                                                                                                                ",1
9782,13478,5438293,"
                                            USA,                                                                                                                                ",1
9783,13479,7937425,"
                                            Brazil,                                            Male,                                            25-30                                        ",4
9784,13480,5404947,"
                                            England,                                                                                                                                ",12
9785,13481,9908758,"
                                            USA,                                                                                                                                ",1
9786,13482,5055307,"
                                            USA,                                            Female,                                            31-40                                        ",2
9787,13483,9914210,"
                                            Germany,                                                                                                                                ",1
9788,13484,8804092,"
                                            Singapore,                                                                                                                                ",1
9789,13486,6414327,"
                                            USA,                                                                                                                                ",1
9790,13487,7507429,"
                                            Switzerland,                                                                                                                                ",1
9791,13488,7142132,"
                                            England,                                            Male,                                            31-40                                        ",5
9792,13489,9325338,"
                                            France,                                            Male,                                            31-40                                        ",2
9793,13493,6282350,"
                                            Mexico,                                            Male,                                            25-30                                        ",1
9794,13494,8664722,"
                                            Latvia,                                            Male,                                            31-40                                        ",5
9795,13495,6372676,"
                                            Italy,                                            Male,                                            25-30                                        ",1
9796,13496,7580295,"
                                            USA,                                                                                                                                ",1
9797,13497,9190898,"
                                            Germany,                                                                                                                                ",2
9798,13498,7466407,"
                                            Switzerland,                                                                                                                                ",3
9799,13500,8389677,"
                                            Finland,                                            Male,                                            31-40                                        ",1
9800,13502,9049252,"
                                            Switzerland,                                            Female,                                            31-40                                        ",1
9801,13503,8236099,"
                                            USA,                                                                                                                                ",2
9802,13504,8735343,"
                                            Canada,                                                                                                                                ",1
9803,13505,9193506,"
                                            USA,                                                                                                                                ",1
9804,13507,5899510,"
                                            New Zealand,                                                                                                                                ",1
9805,13508,8692776,"
                                            England,                                                                                                                                ",1
9806,13510,9582078,"
                                            Italy,                                            Male,                                            18-24                                        ",1
9807,13512,6244565,"
                                            Netherlands,                                                                                                                                ",1
9808,13514,8198668,"
                                            Serbia,                                                                                                                                ",3
9809,13515,6792507,"
                                            Singapore,                                                                                                                                ",8
9810,13516,6281707,"
                                            USA,                                                                                                                                ",2
9811,13517,5088706,"
                                            Mexico,                                                                                                                                ",1
9812,13518,5282819,"
                                            USA,                                                                                                                                ",2
9813,13519,9455385,"
                                            Switzerland,                                            INACOUPLE,                                            TWENTYFIVETOTHIRTY                                        ",6
9814,13520,7797595,"
                                            Netherlands,                                            Female,                                            18-24                                        ",2
9815,13522,5630070,"
                                            Spain,                                                                                                                                ",7
9816,13523,6806969,"
                                            USA,                                                                                                                                ",1
9817,13524,9026221,"
                                            Wales,                                            Male,                                            41+                                        ",4
9818,13525,6852316,"
                                            USA,                                                                                                                                ",6
9819,13526,8336365,"
                                            Canada,                                            Female,                                            41+                                        ",2
9820,13527,8092646,"
                                            Brazil,                                                                                                                                ",2
9821,13528,6520023,"
                                            Belgium,                                                                                                                                ",1
9822,13529,6677006,"
                                            Colombia,                                            Male,                                            25-30                                        ",2
9823,13532,9205498,"
                                            Australia,                                            Female,                                            31-40                                        ",1
9824,13533,9826861,"
                                            Israel,                                            Couple,                                            25-30                                        ",1
9825,13534,7560832,"
                                            Germany,                                            Female,                                            25-30                                        ",4
9826,13535,7425850,"
                                            Canada,                                                                                                                                ",3
9827,13537,6147981,"
                                            USA,                                                                                                                                ",3
9828,13538,5117248,"
                                            Canada,                                                                                                                                ",1
9829,13539,9529166,"
                                            Sweden,                                                                                                                                ",1
9830,13540,5224839,"
                                            Hong Kong,                                                                                                                                ",2
9831,13543,9410383,"
                                            England,                                            Male,                                            25-30                                        ",11
9832,13544,5587343,"
                                            France,                                                                                                                                ",5
9833,13546,14374627,"
                                            Germany,                                            Female,                                            25-30                                        ",2
9834,13547,24541484,"
                                            Hong Kong,                                            Male,                                            25-30                                        ",1
9835,13548,15898584,"
                                            France,                                            Female,                                            31-40                                        ",1
9836,13549,15992932,"
                                            Australia,                                            Male,                                            25-30                                        ",1
9837,13550,10814649,"
                                            Russia,                                            Male,                                            25-30                                        ",1
9838,13551,12238683,"
                                            India,                                            Mixed Group,                                            41+                                        ",1
9839,13552,22920521,"
                                            England,                                            ALONE,                                                                                    ",1
9840,13553,24021473,"
                                            Brazil,                                            ALONE,                                                                                    ",1
9841,13554,24609672,"
                                            Finland,                                            Couple,                                            25-30                                        ",18
9842,13555,15601197,"
                                            France,                                            Couple,                                            25-30                                        ",1
9843,13556,12094296,"
                                            Australia,                                            Mixed Group,                                            18-24                                        ",1
9844,13557,25527478,"
                                            Wales,                                            Female,                                            18-24                                        ",4
9845,13558,17513481,"
                                            India,                                            Female,                                            18-24                                        ",3
9846,13559,24760048,"
                                            Australia,                                            Male,                                            18-24                                        ",1
9847,13560,17333263,"
                                            Germany,                                            Couple,                                            25-30                                        ",1
9848,13562,16517370,"
                                            Canada,                                            All Female Group,                                            18-24                                        ",10
9849,13563,17475555,"
                                            USA,                                            Female,                                            18-24                                        ",4
9850,13564,16628531,"
                                            USA,                                            Female,                                            18-24                                        ",1
9851,13565,16356227,"
                                            Finland,                                            Male,                                            18-24                                        ",1
9852,13566,16573880,"
                                            Netherlands,                                            Male,                                            18-24                                        ",2
9853,13567,18353217,"
                                            Canada,                                            ALONE,                                                                                    ",2
9854,13568,24215069,"
                                            Australia,                                            PARTNER,                                                                                    ",1
9855,13569,24465000,"
                                            Canada,                                            FRIENDS,                                                                                    ",1
9856,13570,24539360,"
                                            India,                                            Male,                                            18-24                                        ",2
9857,13571,13984965,"
                                            England,                                            Mixed Group,                                            18-24                                        ",2
9858,13572,25393127,"
                                            USA,                                            Female,                                            41+                                        ",1
9859,13573,15241408,"
                                            USA,                                            Female,                                            18-24                                        ",1
9860,13574,16948415,"
                                            Singapore,                                            Female,                                            18-24                                        ",2
9861,13576,12546825,"
                                            France,                                            Couple,                                            18-24                                        ",3
9862,13578,22791150,"
                                            Spain,                                            PARTNER,                                                                                    ",1
9863,13579,23239159,"
                                            Canada,                                            ALONE,                                                                                    ",1
9864,13581,15210378,"
                                            Serbia,                                            Female,                                            25-30                                        ",1
9865,13584,15653647,"
                                            England,                                            Female,                                            18-24                                        ",3
9866,13585,12094906,"
                                            USA,                                            Female,                                            18-24                                        ",1
9867,13587,14102943,"
                                            USA,                                            Male,                                            18-24                                        ",1
9868,13588,16696378,"
                                            Canada,                                            All Female Group,                                            18-24                                        ",1
9869,13589,24977811,"
                                            England,                                            Female,                                            41+                                        ",1
9870,13590,25700363,"
                                            England,                                            Male,                                            25-30                                        ",1
9871,13592,16971313,"
                                            France,                                            Mixed Group,                                            25-30                                        ",2
9872,13593,11323675,"
                                            Australia,                                            Female,                                            18-24                                        ",1
9873,13594,17050022,"
                                            Brazil,                                            Female,                                            25-30                                        ",2
9874,13595,15662413,"
                                            Japan,                                            Female,                                            25-30                                        ",1
9875,13596,13149545,"
                                            Italy,                                            All Female Group,                                            31-40                                        ",1
9876,13597,15532568,"
                                            France,                                            Male,                                            25-30                                        ",1
9877,13598,15228862,"
                                            Israel,                                            INACOUPLE,                                            TWENTYFIVETOTHIRTY                                        ",1
9878,13599,10104789,"
                                            Italy,                                            All Male Group,                                            31-40                                        ",1
9879,13600,11711000,"
                                            Russia,                                            Female,                                            31-40                                        ",1
9880,13601,24434546,"
                                            Hong Kong,                                            FRIENDS,                                                                                    ",1
9881,13603,25363448,"
                                            England,                                            Couple,                                            18-24                                        ",1
9882,13604,16448999,"
                                            Switzerland,                                            Male,                                            25-30                                        ",3
9883,13605,25120832,"
                                            USA,                                            Male,                                            41+                                        ",1
9884,13606,13648514,"
                                            Australia,                                            Female,                                            25-30                                        ",1
9885,13607,11501183,"
                                            Argentina,                                            Female,                                            18-24                                        ",1
9886,13608,15115779,"
                                            France,                                            Mixed Group,                                            41+                                        ",1
9887,13610,15210722,"
                                            Luxembourg,                                            Couple,                                            18-24                                        ",1
9888,13611,15605744,"
                                            India,                                            INMIXEDGROUP,                                            FOURTYONEPLUS                                        ",5
9889,13612,10340140,"
                                            USA,                                            Female,                                            31-40                                        ",6
9890,13613,12084271,"
                                            Brazil,                                            Female,                                            25-30                                        ",1
9891,13614,12907302,"
                                            Italy,                                            Male,                                            18-24                                        ",1
9892,13615,12828385,"
                                            Denmark,                                            Female,                                            18-24                                        ",2
9893,13616,24987166,"
                                            England,                                            Male,                                            31-40                                        ",1
9894,13617,16578862,"
                                            Netherlands,                                            Couple,                                            25-30                                        ",2
9895,13618,12627733,"
                                            USA,                                            Female,                                            41+                                        ",1
9896,13619,18042119,"
                                            Canada,                                            Male,                                            41+                                        ",1
9897,13620,22125231,"
                                            Australia,                                            ALONE,                                                                                    ",1
9898,13621,17502398,"
                                            South Korea,                                            SOLO,                                            EIGHTEENTOTWENTYFOUR                                        ",1
9899,13622,14713593,"
                                            Canada,                                            Male,                                            18-24                                        ",2
9900,13623,13697335,"
                                            Canada,                                            Male,                                            25-30                                        ",3
9901,13624,25463261,"
                                            Slovenia,                                            SOLO,                                            THIRTYONETOFOURTY                                        ",1
9902,13626,11371325,"
                                            Malta,                                            Male,                                            41+                                        ",1
9903,13627,18040800,"
                                            Brazil,                                            Female,                                            25-30                                        ",1
9904,13628,21005107,"
                                            Hungary,                                            FRIENDS,                                                                                    ",1
9905,13629,19347736,"
                                            Sweden,                                            ALONE,                                                                                    ",1
9906,13630,11992233,"
                                            Chile,                                                                                                                                ",1
9907,13631,16993217,"
                                            Indonesia,                                            Male,                                            25-30                                        ",1
9908,13632,25486838,"
                                            Germany,                                            Female,                                            41+                                        ",1
9909,13633,11654230,"
                                            USA,                                            All Female Group,                                            18-24                                        ",1
9910,13634,11475330,"
                                            Mexico,                                            Male,                                            25-30                                        ",1
9911,13636,17648327,"
                                            France,                                            Mixed Group,                                            18-24                                        ",1
9912,13637,24796747,"
                                            USA,                                            Couple,                                            18-24                                        ",5
9913,13638,13876229,"
                                            Turkey,                                            Female,                                            18-24                                        ",1
9914,13639,20674266,"
                                            England,                                            FRIENDS,                                                                                    ",3
9915,13640,12138057,"
                                            Thailand,                                            Male,                                            25-30                                        ",1
9916,13641,18891249,"
                                            China,                                            FAMILY,                                                                                    ",1
9917,13642,24913553,"
                                            Greece,                                            Male,                                            41+                                        ",1
9918,13643,17305856,"
                                            USA,                                            SOLO,                                            TWENTYFIVETOTHIRTY                                        ",1
9919,13644,14843928,"
                                            Hong Kong,                                            Male,                                            25-30                                        ",1
9920,13645,15755734,"
                                            Germany,                                            Male,                                            18-24                                        ",1
9921,13647,16845936,"
                                            Germany,                                            Female,                                            18-24                                        ",1
9922,13648,22570951,"
                                            Hungary,                                            PARTNER,                                                                                    ",1
9923,13649,13887775,"
                                            Spain,                                            All Female Group,                                            25-30                                        ",1
9924,13651,20930072,"
                                            Ireland,                                            ALONE,                                                                                    ",1
9925,13652,15590885,"
                                            Spain,                                            Female,                                            25-30                                        ",1
9926,13653,14757445,"
                                            Argentina,                                            Couple,                                            31-40                                        ",1
9927,13654,25236096,"
                                            England,                                            Female,                                            25-30                                        ",1
9928,13655,18035517,"
                                            Canada,                                            Female,                                            18-24                                        ",1
